"P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","NAME"
"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037501400","3978","3357","621","599","481","34","18","52","12","2","22","17","2","6","5","2","1","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5014, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501501","2244","1182","1062","1038","881","34","6","112","1","4","24","24","4","3","13","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5015.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501503","5016","3432","1584","1514","1266","69","19","148","0","12","70","65","11","10","30","0","4","0","5","0","0","0","0","0","2","3","0","5","0","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5015.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501504","3592","2480","1112","1080","756","51","12","241","2","18","32","23","2","4","9","0","3","2","1","0","0","1","0","0","0","1","0","9","2","0","0","0","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5015.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501600","7190","3613","3577","3471","2790","124","14","523","7","13","106","94","14","6","44","4","3","2","6","0","2","1","0","0","5","7","0","12","2","3","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5016, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037501700","3695","2126","1569","1527","1368","24","12","116","1","6","42","39","5","11","14","2","2","0","0","0","0","0","0","0","5","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5017, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037501802","3326","2116","1210","1169","1028","37","11","85","4","4","41","32","2","7","14","3","2","0","2","0","0","0","0","0","2","0","0","8","2","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5018.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501803","4705","4071","634","593","464","48","25","49","2","5","41","39","10","1","11","2","8","0","2","0","0","1","0","2","2","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5018.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501804","2131","1689","442","428","357","15","4","48","1","3","14","14","2","3","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5018.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037501900","4213","2861","1352","1313","1161","35","5","94","12","6","39","36","4","9","12","3","5","0","0","0","0","0","0","1","0","2","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5019, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502003","2693","2276","417","400","317","19","22","30","3","9","17","15","0","2","10","0","2","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5020.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502004","4359","3884","475","460","330","23","1","102","4","0","15","15","0","9","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5020.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1400000US06037502005","4251","3143","1108","1082","917","36","17","101","2","9","26","21","1","5","10","2","1","0","0","0","0","0","0","0","1","1","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5020.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502100","5110","4138","972","949","750","50","12","118","3","16","23","22","5","1","9","1","5","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5021, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502200","6585","5685","900","867","689","45","15","89","7","22","33","32","4","11","12","1","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5022, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502301","5461","5002","459","438","287","59","24","54","11","3","21","20","7","7","3","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5023.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502302","3000","2797","203","197","106","23","8","50","2","8","6","5","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5023.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502401","4747","4313","434","414","222","53","14","121","3","1","20","20","1","0","2","0","0","3","0","0","0","0","0","1","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5024.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502402","3755","3527","228","218","172","20","10","13","1","2","10","10","7","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5024.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502500","4215","3745","470","451","329","39","10","62","1","10","19","19","2","5","8","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5025, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502601","7145","6523","622","593","444","28","8","105","2","6","29","29","6","3","14","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5026.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502602","4321","3745","576","540","348","45","8","137","0","2","36","34","5","6","1","2","2","0","2","1","1","0","0","0","0","8","6","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","Census Tract 5026.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502700","6956","6053","903","854","540","98","33","174","6","3","49","45","5","10","14","5","1","0","0","0","0","0","0","0","4","6","0","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5027, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502801","6186","4681","1505","1448","1091","56","19","254","11","17","57","54","9","12","22","4","4","0","0","2","0","0","0","0","1","0","0","3","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5028.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502802","1380","908","472","464","186","118","6","151","2","1","8","8","2","0","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5028.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502901","5413","4254","1159","1091","823","40","9","201","7","11","68","57","6","8","29","3","8","1","1","0","0","1","0","0","0","0","0","11","0","0","0","0","5","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5029.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037502902","4043","3501","542","518","332","63","6","116","0","1","24","21","3","5","9","1","0","0","0","0","0","0","0","0","1","2","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5029.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503000","6057","5559","498","482","335","23","4","95","23","2","16","16","1","4","3","1","4","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5030, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503103","5004","4260","744","720","484","49","10","163","10","4","24","24","5","1","10","0","0","0","0","6","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5031.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503104","2719","2409","310","284","215","3","2","54","9","1","26","23","0","4","9","1","1","0","0","0","0","0","0","0","5","3","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5031.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503105","3634","2749","885","847","522","84","9","219","4","9","38","36","2","8","11","8","0","5","0","0","0","0","0","0","1","1","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5031.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503106","3795","2773","1022","988","784","36","13","146","8","1","34","31","3","4","13","3","2","1","1","0","0","1","0","0","1","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5031.06, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503201","3912","2619","1293","1239","1004","47","6","173","1","8","54","53","8","9","28","1","0","0","0","0","0","0","0","0","3","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5032.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503202","4462","3400","1062","1020","735","40","22","218","5","0","42","40","13","8","13","1","0","0","3","0","0","1","0","0","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5032.02, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037503301","3394","2124","1270","1233","1134","12","7","73","1","6","37","31","4","5","20","0","1","0","0","0","0","0","0","0","1","0","0","5","1","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 5033.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503302","6271","4581","1690","1637","1225","97","16","284","6","9","53","47","14","6","19","0","1","0","2","0","0","4","0","0","1","0","0","6","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","Census Tract 5033.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503401","6529","3172","3357","3271","2842","68","11","338","6","6","86","83","11","12","39","7","3","0","1","0","0","0","0","1","5","4","0","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5034.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503402","4273","2309","1964","1922","1682","17","8","209","3","3","42","35","2","6","15","1","1","0","0","0","0","0","0","0","4","6","0","7","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5034.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503501","6481","4429","2052","1979","1618","72","27","252","2","8","73","68","13","16","23","3","0","0","2","0","0","0","4","0","7","0","0","5","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5035.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503502","4130","2500","1630","1572","1291","42","9","213","10","7","58","53","8","16","20","2","2","0","0","0","0","2","0","0","3","0","0","5","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5035.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1400000US06037503601","4168","1942","2226","2147","1756","147","16","217","8","3","79","73","9","16","28","1","1","0","1","0","0","0","0","0","13","0","4","5","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5036.01, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037503602","3793","1389","2404","2346","1851","52","8","427","0","8","58","53","2","10","32","0","1","2","0","0","1","1","0","0","3","0","1","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5036.02, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037503701","4717","2440","2277","2188","1865","78","12","224","7","2","89","78","26","12","31","1","1","0","2","0","1","1","0","0","3","0","0","10","1","1","0","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5037.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037503702","5040","2467","2573","2505","2181","82","9","220","4","9","68","64","8","11","34","3","1","1","0","1","2","1","1","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Census Tract 5037.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503703","7876","1607","6269","6130","2437","139","14","3529","0","11","139","136","19","13","72","1","3","1","7","0","0","2","2","0","5","11","0","3","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5037.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503801","4080","1680","2400","2320","1550","61","16","656","17","20","80","74","3","5","41","3","2","1","7","2","0","0","0","0","9","1","0","6","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5038.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503802","5054","2000","3054","2957","1671","62","15","1186","14","9","97","93","10","8","44","5","1","3","5","0","0","1","0","0","13","3","0","4","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5038.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503901","2702","1152","1550","1489","1033","51","14","379","8","4","61","56","14","11","16","0","6","1","3","0","4","0","0","0","1","0","0","5","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 5039.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037503902","4636","2074","2562","2474","1850","101","7","496","13","7","88","83","7","16","38","10","2","0","4","1","0","1","0","0","1","3","0","5","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5039.02, Los Angeles County, California"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037504001","5709","1629","4080","3904","3019","208","14","632","12","19","176","167","17","15","101","15","4","0","7","1","0","1","0","0","5","1","0","8","2","1","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5040.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037504002","5383","2318","3065","2956","2236","112","19","554","19","16","109","105","11","22","43","3","0","0","4","2","0","0","0","0","11","9","0","4","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5040.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037504101","5126","3481","1645","1589","1015","77","15","454","23","5","56","45","2","17","12","9","2","0","0","0","0","1","0","0","2","0","0","11","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5041.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037504102","22","7","15","15","5","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5041.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530003","2983","1733","1250","1203","666","4","2","528","2","1","47","44","1","11","27","0","0","0","3","0","0","0","0","0","2","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5300.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530004","3695","2704","991","970","542","17","9","388","5","9","21","21","0","2","8","1","2","0","0","0","0","0","0","0","3","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5300.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530005","4346","1553","2793","2732","474","23","4","2228","1","2","61","51","0","1","28","4","2","0","3","0","0","10","0","0","1","2","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","Census Tract 5300.05, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530006","3963","2558","1405","1372","533","33","0","795","5","6","33","31","1","3","14","5","1","0","4","0","0","0","0","0","1","2","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5300.06, Los Angeles County, California"
"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037530101","5400","4619","781","741","493","32","5","201","2","8","40","38","2","3","18","5","5","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5301.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530102","5116","4078","1038","1008","644","15","8","326","6","9","30","29","0","1","14","1","9","0","2","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5301.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530202","4063","3569","494","480","241","13","8","213","0","5","14","14","2","2","4","1","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5302.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530203","3238","2582","656","638","234","14","9","373","0","8","18","17","0","3","8","2","1","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Census Tract 5302.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530204","3682","3288","394","386","217","18","11","131","1","8","8","8","5","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5302.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530301","2168","2102","66","65","39","1","0","22","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5303.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530302","6556","6314","242","227","137","7","7","69","1","6","15","14","0","0","7","0","2","0","1","0","0","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","Census Tract 5303.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530400","3683","2823","860","837","108","45","14","669","0","1","23","18","0","1","15","0","0","0","0","0","0","1","0","0","1","0","0","5","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5304, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530500","4567","4478","89","75","43","6","5","17","1","3","14","14","0","9","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5305, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530601","3431","3261","170","152","58","14","3","76","0","1","18","18","1","6","9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5306.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530602","1590","1465","125","122","40","12","11","57","0","2","3","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5306.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530700","2213","2106","107","105","47","17","5","34","0","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5307, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530801","6325","6097","228","215","103","32","5","69","1","5","13","11","3","2","1","2","0","1","1","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5308.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530802","3668","3484","184","177","72","16","13","72","0","4","7","6","0","1","4","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5308.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530901","4080","4022","58","55","16","6","2","19","0","12","3","3","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5309.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037530902","4160","3980","180","172","55","9","4","103","0","1","8","8","2","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5309.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037531000","5629","5480","149","143","72","15","10","38","0","8","6","6","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5310, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037531101","5091","4967","124","118","80","3","3","22","0","10","6","5","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 5311.01, Los Angeles County, California"
