"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"156","63","145","61","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","145","61","11","16","1400000US06037269500","Census Tract 2695, Los Angeles County, California"
"861","154","861","154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","22","0","13","0","13","9","15","18","24","213","94","228","134","206","98","87","45","54","47","12","19","20","32","0","13","1400000US06037269601","Census Tract 2696.01, Los Angeles County, California"
"886","98","886","98","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","30","86","57","135","55","469","109","111","60","40","37","11","17","8","14","0","13","1400000US06037269602","Census Tract 2696.02, Los Angeles County, California"
"822","173","787","168","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","15","47","43","226","85","232","70","126","79","27","31","16","26","99","125","35","30","1400000US06037269700","Census Tract 2697, Los Angeles County, California"
"1279","176","1266","177","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","16","0","13","0","13","0","13","0","13","8","12","0","13","0","13","0","13","0","13","148","77","175","85","350","93","405","143","69","45","56","37","44","69","13","15","1400000US06037269800","Census Tract 2698, Los Angeles County, California"
"1649","229","1649","229","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","23","22","35","49","43","130","82","165","86","681","167","441","174","98","56","27","26","17","21","0","13","1400000US06037269903","Census Tract 2699.03, Los Angeles County, California"
"1388","115","1388","115","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","0","13","158","72","232","108","457","80","251","87","145","68","129","62","8","13","0","13","1400000US06037269905","Census Tract 2699.05, Los Angeles County, California"
"1527","205","1527","205","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","0","13","0","13","0","13","0","13","10","16","31","38","103","53","141","63","480","107","359","141","126","52","144","60","125","142","0","13","1400000US06037269906","Census Tract 2699.06, Los Angeles County, California"
"1255","170","1243","170","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","7","0","13","0","13","0","13","9","14","0","13","0","13","22","37","16","17","8","12","100","44","198","70","215","79","441","140","139","66","73","44","17","22","12","15","1400000US06037269907","Census Tract 2699.07, Los Angeles County, California"
"1271","322","1271","322","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","0","13","87","63","164","121","773","303","217","131","14","22","0","13","0","13","0","13","1400000US06037269908","Census Tract 2699.08, Los Angeles County, California"
"1198","350","1198","350","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","64","13","22","201","195","710","325","117","64","105","71","0","13","0","13","0","13","1400000US06037269909","Census Tract 2699.09, Los Angeles County, California"
"948","136","948","136","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","23","0","13","0","13","19","31","33","49","40","38","125","88","315","128","183","77","176","113","43","52","0","13","0","13","1400000US06037270101","Census Tract 2701.01, Los Angeles County, California"
"1055","188","1012","193","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","18","29","163","120","151","114","350","164","196","115","68","71","0","13","66","84","43","70","1400000US06037270102","Census Tract 2701.02, Los Angeles County, California"
"951","215","944","220","0","13","5","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","36","0","13","0","13","0","13","22","36","0","13","4","6","269","100","116","62","277","199","158","76","23","22","35","54","10","17","7","12","1400000US06037270200","Census Tract 2702, Los Angeles County, California"
"437","108","397","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","5","23","26","71","61","51","39","160","74","25","28","31","22","28","28","5","7","40","34","1400000US06037270300","Census Tract 2703, Los Angeles County, California"
"349","76","343","76","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","0","13","0","13","0","13","81","53","15","13","61","37","45","41","40","33","64","36","32","26","6","9","1400000US06037271100","Census Tract 2711, Los Angeles County, California"
"955","155","952","155","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","86","51","130","82","363","122","169","71","80","53","103","104","21","32","3","4","1400000US06037271200","Census Tract 2712, Los Angeles County, California"
"686","147","674","145","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","45","54","16","26","45","43","63","72","165","115","91","82","54","46","114","68","81","51","12","21","1400000US06037271300","Census Tract 2713, Los Angeles County, California"
"135","96","108","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","0","13","0","13","0","13","28","24","0","13","71","87","27","43","1400000US06037271400","Census Tract 2714, Los Angeles County, California"
"642","114","642","114","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","40","24","38","24","26","42","31","129","49","210","61","81","54","53","81","54","34","0","13","1400000US06037271500","Census Tract 2715, Los Angeles County, California"
"1449","222","1398","223","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","0","13","0","13","31","24","872","219","207","82","114","53","62","38","104","69","51","47","1400000US06037271600","Census Tract 2716, Los Angeles County, California"
"1531","180","1523","180","7","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","42","0","13","0","13","19","29","0","13","0","13","8","12","42","37","119","85","769","170","283","104","83","65","115","86","53","48","8","13","1400000US06037271702","Census Tract 2717.02, Los Angeles County, California"
"923","193","923","193","0","13","15","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","25","37","41","39","44","347","118","447","175","12","22","0","13","10","16","0","13","1400000US06037271703","Census Tract 2717.03, Los Angeles County, California"
"1051","258","1051","258","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","22","0","13","59","58","66","73","110","78","523","144","130","138","150","159","0","13","0","13","1400000US06037271704","Census Tract 2717.04, Los Angeles County, California"
"1499","243","1467","245","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","40","10","16","0","13","78","57","436","142","540","199","302","110","41","32","34","31","0","13","32","30","1400000US06037271801","Census Tract 2718.01, Los Angeles County, California"
"1364","232","1358","231","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","354","207","137","88","341","136","247","125","109","61","111","59","43","47","6","11","1400000US06037271803","Census Tract 2718.03, Los Angeles County, California"
"798","168","798","168","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","175","97","124","72","68","55","227","100","107","67","46","51","33","50","0","13","1400000US06037271804","Census Tract 2718.04, Los Angeles County, California"
"937","201","926","200","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","38","29","57","49","401","136","222","75","141","161","38","41","29","32","11","17","1400000US06037271901","Census Tract 2719.01, Los Angeles County, California"
"1282","180","1273","180","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","7","10","7","11","260","104","353","100","424","168","124","63","42","31","6","10","42","29","9","14","1400000US06037271902","Census Tract 2719.02, Los Angeles County, California"
"778","141","751","137","0","13","0","13","0","13","0","13","0","13","7","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","148","90","89","59","152","73","159","89","71","61","65","48","52","36","27","43","1400000US06037272100","Census Tract 2721, Los Angeles County, California"
"865","108","865","108","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","23","38","0","13","109","61","143","63","290","98","186","80","49","46","47","53","4","8","0","13","1400000US06037272201","Census Tract 2722.01, Los Angeles County, California"
"1419","232","1382","227","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","13","189","91","226","91","470","108","316","191","70","41","58","46","46","45","37","32","1400000US06037272202","Census Tract 2722.02, Los Angeles County, California"
"893","161","858","154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","22","0","13","17","28","87","48","66","51","219","81","231","81","79","64","20","22","124","135","35","56","1400000US06037272301","Census Tract 2723.01, Los Angeles County, California"
"1520","141","1499","146","0","13","0","13","0","13","16","25","38","26","23","38","15","24","0","13","4","6","6","10","4","9","0","13","6","11","32","39","28","31","21","17","15","18","227","91","303","106","453","135","157","96","99","73","52","39","0","13","21","23","1400000US06037272302","Census Tract 2723.02, Los Angeles County, California"
"643","92","615","94","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","0","13","0","13","5","8","28","29","36","47","15","20","16","17","106","59","182","61","222","83","28","22","1400000US06037273100","Census Tract 2731, Los Angeles County, California"
"921","178","903","173","0","13","0","13","0","13","0","13","27","27","0","13","39","62","0","13","0","13","0","13","0","13","30","45","0","13","0","13","0","13","15","16","0","13","30","48","27","32","66","41","262","112","248","133","92","59","67","43","18","21","1400000US06037273200","Census Tract 2732, Los Angeles County, California"
"1150","223","1133","237","7","12","0","13","0","13","0","13","36","33","0","13","0","13","0","13","0","13","0","13","5","11","0","13","28","32","8","13","12","18","22","26","32","41","123","76","49","63","222","147","212","139","134","73","90","52","153","77","17","36","1400000US06037273300","Census Tract 2733, Los Angeles County, California"
"707","299","707","299","0","13","0","13","0","13","0","13","12","20","21","25","0","13","0","13","13","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","241","223","123","110","91","98","170","152","36","44","0","13","0","13","0","13","1400000US06037273403","Census Tract 2734.03, Los Angeles County, California"
"797","287","797","287","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","29","0","13","0","13","0","13","0","13","0","13","0","13","16","28","38","61","21","34","447","250","118","74","0","13","0","13","140","99","0","13","1400000US06037273404","Census Tract 2734.04, Los Angeles County, California"
"1308","246","1298","245","0","13","0","13","0","13","12","19","0","13","67","65","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","21","38","48","31","27","77","47","341","109","449","242","69","47","79","49","122","65","10","17","1400000US06037273502","Census Tract 2735.02, Los Angeles County, California"
"463","146","463","146","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","0","13","0","13","0","13","28","25","0","13","77","56","25","30","24","24","28","25","101","88","37","28","134","79","0","13","1400000US06037273600","Census Tract 2736, Los Angeles County, California"
"778","141","739","140","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","27","0","13","47","48","90","50","238","92","42","34","158","98","51","51","94","52","39","49","1400000US06037273700","Census Tract 2737, Los Angeles County, California"
"1024","175","1024","175","0","13","5","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","10","0","13","27","23","121","60","44","43","295","101","226","130","142","64","20","25","138","71","0","13","1400000US06037273800","Census Tract 2738, Los Angeles County, California"
"1252","209","1196","205","0","13","15","25","0","13","0","13","0","13","34","55","0","13","0","13","14","22","0","13","0","13","0","13","0","13","0","13","0","13","17","27","0","13","98","72","30","33","264","114","287","167","155","89","76","62","206","82","56","68","1400000US06037273902","Census Tract 2739.02, Los Angeles County, California"
"1394","338","1394","338","0","13","0","13","0","13","0","13","95","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","30","0","13","0","13","0","13","43","51","0","13","158","218","44","41","57","65","414","185","340","114","224","119","0","13","1400000US06037274100","Census Tract 2741, Los Angeles County, California"
"1181","291","1181","291","0","13","0","13","0","13","62","99","0","13","43","70","16","25","0","13","0","13","0","13","16","26","0","13","0","13","0","13","0","13","59","60","0","13","29","35","42","67","291","165","50","60","130","104","104","57","339","214","0","13","1400000US06037274202","Census Tract 2742.02, Los Angeles County, California"
"279","73","270","72","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","16","0","13","0","13","20","15","113","71","75","38","3","4","12","14","33","34","9","13","1400000US06037275101","Census Tract 2751.01, Los Angeles County, California"
"987","159","987","159","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","17","136","76","238","94","396","148","79","50","80","54","39","31","0","13","0","13","1400000US06037275102","Census Tract 2751.02, Los Angeles County, California"
"1280","167","1234","170","0","13","0","13","0","13","0","13","21","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","17","29","46","22","34","254","90","324","167","213","92","183","76","122","61","42","38","13","16","46","46","1400000US06037275200","Census Tract 2752, Los Angeles County, California"
"1392","323","1392","323","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","10","18","44","68","78","125","13","21","214","122","75","63","342","266","285","143","106","100","91","75","134","101","0","19","1400000US06037275311","Census Tract 2753.11, Los Angeles County, California"
"545","163","518","167","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","12","0","13","0","13","0","13","192","143","269","125","52","53","27","33","1400000US06037275312","Census Tract 2753.12, Los Angeles County, California"
"615","169","615","169","0","13","0","13","0","13","0","13","11","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","18","30","12","21","33","38","153","97","55","81","30","35","46","55","257","142","0","13","1400000US06037275313","Census Tract 2753.13, Los Angeles County, California"
"1381","355","1355","350","0","13","0","13","0","13","0","13","0","13","25","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","47","74","23","37","21","24","0","13","103","76","228","281","244","109","351","110","313","180","26","29","1400000US06037275400","Census Tract 2754, Los Angeles County, California"
"1238","130","1203","141","0","19","31","46","0","19","22","24","119","95","44","56","15","23","21","23","28","32","0","19","44","43","0","19","96","86","39","37","9","14","66","87","28","32","113","60","109","79","124","85","148","93","59","60","74","48","14","18","35","57","1400000US06037275500","Census Tract 2755, Los Angeles County, California"
"529","158","518","160","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","141","88","35","33","100","47","125","124","19","22","33","33","65","44","11","19","1400000US06037275603","Census Tract 2756.03, Los Angeles County, California"
"2523","282","2523","282","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","15","24","0","19","0","19","0","19","0","19","15","25","13","21","48","55","38","60","450","188","771","257","1173","256","0","19","1400000US06037275604","Census Tract 2756.04, Los Angeles County, California"
"1153","209","1153","209","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","56","13","20","118","85","334","131","377","171","214","158","51","59","0","13","1400000US06037275605","Census Tract 2756.05, Los Angeles County, California"
"919","247","919","247","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","9","14","0","19","0","19","41","45","0","19","84","68","68","65","396","212","70","68","251","175","0","19","1400000US06037276000","Census Tract 2760, Los Angeles County, California"
"1430","283","1430","283","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","48","60","6","13","214","111","585","154","562","272","15","24","0","13","0","13","1400000US06037276101","Census Tract 2761.01, Los Angeles County, California"
"1036","245","1036","245","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","30","0","13","0","13","0","13","0","13","0","13","0","13","50","75","0","13","20","32","35","33","574","207","51","61","200","175","87","68","0","13","0","13","1400000US06037276102","Census Tract 2761.02, Los Angeles County, California"
"193","76","193","76","0","13","0","13","0","13","0","13","0","13","11","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","25","45","38","13","18","16","18","0","13","24","22","68","47","0","13","1400000US06037276400","Census Tract 2764, Los Angeles County, California"
"278","57","273","57","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","21","24","62","44","42","33","43","38","31","19","15","18","59","37","5","8","1400000US06037276500","Census Tract 2765, Los Angeles County, California"
"635","127","635","127","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","12","108","73","129","72","143","63","141","80","30","27","68","51","0","13","1400000US06037276601","Census Tract 2766.01, Los Angeles County, California"
"828","320","828","320","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","39","45","0","13","14","22","0","13","195","105","148","70","412","331","20","46","0","13","0","13","1400000US06037276605","Census Tract 2766.05, Los Angeles County, California"
"915","192","901","192","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","24","40","0","13","12","20","38","53","180","92","288","145","120","78","142","95","97","108","14","24","1400000US06037276606","Census Tract 2766.06, Los Angeles County, California"
"989","187","989","187","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","22","28","50","109","88","254","135","527","185","47","47","0","13","0","13","1400000US06037276607","Census Tract 2766.07, Los Angeles County, California"
"631","157","631","157","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","39","247","131","229","117","98","91","15","25","0","13","0","13","1400000US06037276608","Census Tract 2766.08, Los Angeles County, California"
"611","283","584","277","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","50","73","70","83","69","60","117","104","133","217","42","62","103","73","27","39","1400000US06037277000","Census Tract 2770, Los Angeles County, California"
"264","130","256","129","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","68","43","43","36","14","16","12","17","119","123","8","14","1400000US06037277100","Census Tract 2771, Los Angeles County, California"
"779","193","779","193","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","18","0","13","0","13","0","13","0","13","0","13","0","13","8","14","0","13","187","160","79","59","301","82","160","74","23","35","10","15","0","13","0","13","1400000US06037277200","Census Tract 2772, Los Angeles County, California"
"206","64","206","64","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","38","39","45","37","123","51","0","13","0","13","0","13","0","13","0","13","1400000US06037277400","Census Tract 2774, Los Angeles County, California"
"391","85","391","85","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","23","19","26","175","70","120","65","20","20","12","13","12","13","0","13","1400000US06037278001","Census Tract 2780.01, Los Angeles County, California"
"677","145","677","145","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","43","219","85","117","76","72","54","71","40","162","79","0","13","1400000US06037278102","Census Tract 2781.02, Los Angeles County, California"
"1006","206","992","212","0","13","0","13","0","13","0","13","46","44","0","13","0","13","0","13","0","13","10","17","0","13","0","13","0","13","0","13","0","13","76","52","278","184","123","66","354","119","83","61","22","32","0","13","0","13","0","13","14","23","1400000US06037291110","Census Tract 2911.10, Los Angeles County, California"
"476","89","476","89","0","13","0","13","0","13","0","13","0","13","7","10","0","13","9","13","0","13","0","13","15","23","7","11","0","13","0","13","14","23","25","29","53","39","121","47","72","42","123","79","13","20","11","15","0","13","6","9","0","13","1400000US06037291120","Census Tract 2911.20, Los Angeles County, California"
"254","71","250","70","0","13","0","13","0","13","0","13","5","9","0","13","0","13","0","13","0","13","0","13","0","13","5","7","0","13","0","13","0","13","72","43","52","52","27","26","29","28","28","30","32","31","0","13","0","13","0","13","4","9","1400000US06037291130","Census Tract 2911.30, Los Angeles County, California"
"892","163","892","163","9","14","0","19","0","19","0","19","8","14","0","19","0","19","0","19","0","19","0","19","0","19","0","19","47","62","44","51","0","19","29","30","34","33","187","104","235","109","216","151","60","52","0","19","23","34","0","19","0","19","1400000US06037291210","Census Tract 2912.10, Los Angeles County, California"
"638","141","616","140","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","6","0","13","0","13","0","13","0","13","4","7","78","45","148","103","63","45","133","50","170","63","17","22","0","13","0","13","0","13","22","23","1400000US06037291220","Census Tract 2912.20, Los Angeles County, California"
"298","79","288","80","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","19","30","0","13","21","26","5","7","16","24","8","11","74","40","16","19","50","31","31","26","19","20","21","24","0","13","10","11","1400000US06037291300","Census Tract 2913, Los Angeles County, California"
"1122","151","1122","151","0","13","0","13","15","22","9","14","0","13","0","13","0","13","0","13","6","10","0","13","0","13","0","13","0","13","48","59","29","31","27","27","89","90","222","106","179","88","381","108","102","70","15","24","0","13","0","13","0","13","1400000US06037292001","Census Tract 2920.01, Los Angeles County, California"
"139","83","128","83","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","21","30","9","17","17","27","3","10","17","24","61","78","0","13","0","13","11","16","1400000US06037292002","Census Tract 2920.02, Los Angeles County, California"
"728","143","715","143","0","13","0","13","0","13","32","49","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","42","0","13","0","13","7","16","274","111","126","88","162","100","88","77","0","13","0","13","0","13","13","21","1400000US06037293203","Census Tract 2932.03, Los Angeles County, California"
"552","161","541","155","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","97","73","0","13","92","73","58","55","194","146","100","65","0","13","0","13","0","13","11","44","1400000US06037293204","Census Tract 2932.04, Los Angeles County, California"
"730","108","730","108","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","15","54","57","185","87","235","83","201","85","24","26","21","24","0","13","1","2","0","13","1400000US06037293205","Census Tract 2932.05, Los Angeles County, California"
"605","100","605","100","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","60","0","13","168","83","71","66","200","99","55","63","54","45","11","17","0","13","0","13","1400000US06037293206","Census Tract 2932.06, Los Angeles County, California"
"379","77","367","78","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","70","56","58","41","32","30","51","44","84","57","61","44","0","13","11","18","12","21","1400000US06037293301","Census Tract 2933.01, Los Angeles County, California"
"635","191","635","191","0","19","0","19","0","19","0","19","0","19","0","19","0","19","19","28","0","19","0","19","0","19","0","19","0","19","0","19","0","19","48","48","0","19","161","101","49","63","129","91","180","143","35","44","0","19","14","16","0","19","1400000US06037293302","Census Tract 2933.02, Los Angeles County, California"
"1067","214","1051","212","14","21","0","19","0","19","15","23","0","19","22","36","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","23","37","23","35","166","140","340","142","197","82","102","50","128","54","0","19","21","29","0","19","16","23","1400000US06037293304","Census Tract 2933.04, Los Angeles County, California"
"217","56","217","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","15","54","32","45","24","41","37","58","41","9","11","0","13","0","13","0","13","1400000US06037293306","Census Tract 2933.06, Los Angeles County, California"
"680","158","648","159","0","13","0","13","0","13","0","13","11","18","10","16","0","13","0","13","3","6","0","13","0","13","0","13","15","24","0","13","9","12","32","37","12","11","301","155","80","44","133","50","31","27","11","11","0","13","0","13","32","33","1400000US06037293307","Census Tract 2933.07, Los Angeles County, California"
"517","128","445","138","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","24","38","0","13","10","16","0","13","0","13","54","57","29","39","101","77","76","65","124","81","27","42","0","13","0","13","0","13","72","63","1400000US06037294110","Census Tract 2941.10, Los Angeles County, California"
"407","136","407","136","0","13","0","13","0","13","0","13","17","26","0","13","0","13","0","13","0","13","0","13","20","20","0","13","0","13","0","13","0","13","0","13","31","25","56","45","117","66","140","126","26","23","0","13","0","13","0","13","0","13","1400000US06037294120","Census Tract 2941.20, Los Angeles County, California"
"460","146","452","147","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","20","0","13","24","36","0","13","0","13","0","13","30","38","11","18","115","129","86","57","54","55","87","69","5","7","0","13","28","41","0","13","8","16","1400000US06037294200","Census Tract 2942, Los Angeles County, California"
"188","51","188","51","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","13","19","0","13","0","13","0","13","0","13","0","13","12","19","24","19","66","37","28","22","21","22","15","19","9","15","0","13","0","13","0","13","1400000US06037294301","Census Tract 2943.01, Los Angeles County, California"
"700","159","700","159","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","29","0","13","0","13","0","13","6","11","0","13","88","74","104","67","249","124","100","62","42","44","94","55","0","13","0","13","0","13","0","13","1400000US06037294302","Census Tract 2943.02, Los Angeles County, California"
"900","149","900","149","0","13","19","30","0","13","8","12","40","31","19","22","8","12","5","9","9","14","20","22","36","39","60","71","0","13","30","49","26","41","63","60","45","50","144","75","29","28","116","68","133","73","90","67","0","13","0","13","0","13","1400000US06037294410","Census Tract 2944.10, Los Angeles County, California"
"637","172","623","171","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","14","0","13","7","10","0","13","29","29","59","45","123","58","239","154","112","68","13","22","8","13","25","24","0","13","14","23","1400000US06037294421","Census Tract 2944.21, Los Angeles County, California"
