"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037570204","1020","57","37.0","8.2","18.5","5.4","0.0","3.8","10.1","2.7","2.7","4.1","23.0","8.2","8.6","6.4","43.2","8.2","18.5","6.3","6.2","4.4","44.4","8.9","42.6","8.0","6.8","3.5","837","88","59.6","10.0","40.4","10.0","58.2","10.6","27.1","8.7","14.7","7.9","183","77","74.3","17.4","59.0","23.6","15.3","21.8","25.7","17.4","25.7","17.4","0.0","19.5","32.5","(X)","30.0","(X)","38.8","(X)","40824","3198","44417","20852","40568","15237","-","**","45852","36996","-","**","33688","19588","27045","25747","43083","10091","49125","38405","32277","36641","40880","8004","41076","4258","40417","9518","41864","5816","40030","8451","53333","17387","45689","5011","31089","10885","65893","54242","20208","29709","16250","40784","2,500-","***","-","**","22708","44761","22708","44761","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5702.04, Los Angeles County, California"
"1400000US06037570301","2044","118","32.7","6.2","26.4","5.9","0.0","1.9","6.4","3.1","1.4","1.6","28.0","7.3","5.1","3.3","53.8","6.7","9.6","3.2","7.3","4.1","49.5","8.0","36.1","8.0","7.1","2.8","1551","188","67.9","8.9","32.1","8.9","47.0","9.3","42.3","8.4","10.7","6.8","493","144","49.1","16.3","49.1","16.3","0.0","7.8","50.9","16.3","39.6","15.3","11.4","10.8","30.5","(X)","29.4","(X)","10.3","(X)","39127","4953","48953","13230","41165","10512","-","**","26205","20111","119688","36375","36589","3712","15132","4779","37741","5386","58417","43854","35750","51806","36913","7501","41992","5943","41827","56540","38872","4194","34925","5764","56970","10197","54777","11374","31542","6507","35435","3709","28983","11769","28488","6228","28488","6228","-","**","34861","42446","21563","16967","85577","20334","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5703.01, Los Angeles County, California"
"1400000US06037570303","1219","76","45.9","8.3","18.5","6.1","0.3","1.7","2.5","2.7","0.0","3.2","27.7","9.6","4.9","4.1","50.0","7.1","27.0","6.9","1.3","2.2","50.2","8.1","38.7","8.5","9.8","4.2","810","103","63.3","12.2","36.7","12.2","48.5","11.0","36.3","9.2","15.2","8.0","409","97","41.6","18.7","29.1","16.4","12.5","13.8","58.4","18.7","29.1","14.1","29.3","16.5","28.7","(X)","18.9","(X)","37.4","(X)","49915","5663","46786","20722","49537","11611","-","**","105347","155780","-","**","51786","19153","50897","1046","44722","12296","57599","24682","-","**","50638","4251","50104","14503","28295","36824","51000","2545","41850","14225","55341","7620","54639","7388","34444","19492","49306","14448","28179","8789","17955","25116","10954","7425","36821","1903","29158","23403","27841","24878","29571","42465","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5703.03, Los Angeles County, California"
"1400000US06037570304","1430","73","28.7","7.7","32.8","6.9","0.8","1.2","4.8","3.4","0.0","2.8","31.3","6.1","1.6","1.8","49.0","5.8","12.7","5.6","7.8","4.7","51.7","8.7","35.0","8.2","5.5","3.1","1073","96","68.1","8.5","31.9","8.5","59.1","8.8","34.1","8.7","6.8","4.5","357","96","45.4","19.3","40.9","19.0","4.5","7.0","54.6","19.3","36.4","17.7","18.2","13.0","27.7","(X)","30.4","(X)","19.6","(X)","36859","8721","29375","11822","32311","12619","-","**","36806","49187","-","**","43594","10258","19417","139266","43828","12132","24688","11175","26500","20038","31293","12269","39722","4517","45833","34009","37785","7931","29226","4499","50938","10778","47031","12800","24028","8126","67981","46991","30795","18203","16613","30195","15968","17602","-","**","35875","22056","45119","27750","24063","32257","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5703.04, Los Angeles County, California"
"1400000US06037570402","910","82","25.5","10.8","44.4","6.6","0.0","4.3","3.6","3.0","0.0","4.3","25.1","8.0","1.4","2.5","39.2","8.8","14.0","5.6","0.0","4.3","40.1","9.6","48.0","10.3","11.9","5.1","829","94","49.2","10.2","50.8","10.2","66.0","12.1","24.6","10.2","9.4","6.4","81","49","44.4","33.9","44.4","33.9","0.0","36.4","55.6","33.9","38.3","33.8","17.3","24.7","45.1","(X)","46.1","(X)","19.8","(X)","59138","16801","50682","8940","74000","23307","-","**","102829","15081","-","**","52756","32770","-","**","47225","11034","58304","19586","-","**","52525","15211","74625","23126","45167","56841","65159","21318","65469","31526","59583","18809","71736","20716","31774","40100","47292","26586","57589","98175","16250","90332","16250","90332","-","**","58661","71928","4922","155966","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5704.02, Los Angeles County, California"
"1400000US06037570403","1074","94","31.6","9.6","20.4","5.2","0.0","3.7","0.6","1.0","2.5","1.2","43.9","10.7","1.0","1.6","76.5","5.6","0.0","3.7","3.8","4.2","57.4","7.9","35.9","7.2","2.9","3.3","953","106","65.8","9.3","34.2","9.3","49.1","11.4","37.1","11.1","13.7","9.1","121","71","54.5","31.5","36.4","28.8","18.2","20.9","45.5","31.5","45.5","31.5","0.0","27.5","31.2","(X)","30.2","(X)","13.2","(X)","33833","15998","26302","10767","63780","3540","-","**","-","**","-","**","28481","11282","-","**","27943","5297","-","**","19728","20435","28734","11208","53659","13435","12279","80781","29549","6470","23949","7656","57981","13436","41806","26278","16250","14718","29508","30725","29191","30725","40208","68579","6842","27732","68281","2087","29044","27961","29044","27961","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5704.03, Los Angeles County, California"
"1400000US06037570404","889","38","36.4","9.9","30.8","6.1","0.0","4.4","4.9","3.9","0.0","4.4","27.8","9.5","0.0","4.4","60.0","6.5","5.4","6.8","0.0","4.4","37.8","9.9","51.4","9.6","10.8","5.4","793","86","54.6","10.5","45.4","10.5","65.8","10.7","19.5","9.0","14.6","8.1","96","78","36.5","34.7","28.1","32.9","8.3","17.9","63.5","34.7","63.5","34.7","0.0","32.7","45.4","(X)","50.2","(X)","6.3","(X)","52566","13192","50221","13980","78947","55696","-","**","120536","159079","-","**","60694","47319","-","**","44077","14296","64122","5492","-","**","61111","39048","50993","17629","54737","28799","51901","9158","52455","22706","51125","22072","65962","32925","19851","22236","22955","40622","62838","48547","2,500-","***","2,500-","***","-","**","63480","17448","63480","17448","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5704.04, Los Angeles County, California"
"1400000US06037570501","2192","62","29.9","5.3","23.7","5.8","0.0","1.8","12.6","4.8","0.0","1.8","27.3","7.1","6.5","4.4","38.3","7.2","22.4","4.8","3.1","2.6","42.3","6.7","38.7","6.7","15.9","4.0","1663","169","63.0","8.8","37.0","8.8","63.5","9.2","20.2","6.8","16.3","8.1","529","159","58.6","17.0","50.1","17.8","8.5","8.4","41.4","17.0","31.4","15.3","10.0","10.0","38.2","(X)","36.0","(X)","36.5","(X)","61500","11950","65938","34677","69375","40551","-","**","37316","26391","-","**","61296","15067","93313","67121","60787","16643","77768","37552","28992","23454","61806","15157","80179","54060","62083","46133","67860","9818","66523","17832","77723","24648","67263","22153","51500","27068","71573","44549","40043","12762","31014","12355","30574","13597","41477","44531","43720","48704","41667","7106","111213","4675","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5705.01, Los Angeles County, California"
"1400000US06037570502","1740","94","35.8","7.0","18.4","4.7","1.1","1.3","14.3","3.4","0.0","2.3","25.4","6.2","5.0","3.3","43.4","4.4","20.6","4.2","4.0","3.4","44.8","6.1","41.9","5.9","9.3","2.7","1424","112","66.7","6.3","33.3","6.3","60.2","7.7","26.9","7.1","12.9","5.8","316","96","56.3","18.6","47.8","17.5","8.5","12.0","43.7","18.6","23.1","12.9","20.6","15.3","29.8","(X)","28.7","(X)","24.7","(X)","53190","3614","59417","12206","46875","10807","14583","21768","55000","9397","-","**","45192","6108","60417","15364","45769","10536","63387","17086","23648","727","46229","6472","60424","8113","53864","13364","55156","4637","53209","6280","62656","7545","64130","8495","28320","13724","47056","16723","24866","25049","36354","17390","37344","15264","23967","46851","23788","10076","24625","33170","23424","11124","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5705.02, Los Angeles County, California"
"1400000US06037570601","1549","78","35.4","6.6","26.5","5.6","0.0","2.5","12.7","3.7","0.0","2.5","24.7","6.5","0.8","1.5","42.9","5.9","18.0","4.6","1.9","2.3","41.8","6.1","42.3","6.4","14.0","5.9","1129","119","66.7","9.4","33.3","9.4","57.6","10.0","36.1","8.8","6.3","5.1","420","119","52.9","17.4","43.1","17.6","9.8","7.9","47.1","17.4","29.0","17.3","18.1","11.2","23.7","(X)","23.6","(X)","23.8","(X)","44926","8970","46121","10784","41705","29103","-","**","48421","30262","-","**","43750","32079","-","**","39762","11143","57750","25955","-","**","49528","13487","37614","47079","33892","6316","47422","22718","39464","7692","65083","11549","68875","6387","35465","2336","49145","90115","35484","7909","29167","11879","25750","17181","66250","11260","44265","10750","34519","5216","57833","33848","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5706.01, Los Angeles County, California"
"1400000US06037570602","1822","78","34.9","6.0","12.9","4.4","0.0","2.2","30.6","5.5","0.0","2.2","18.5","4.6","3.1","2.3","33.4","5.5","24.4","4.7","4.9","3.7","41.7","6.4","43.0","5.7","10.4","2.9","1355","93","54.7","7.7","45.3","7.7","64.5","8.7","26.0","6.9","9.5","4.9","467","100","40.9","15.9","24.2","10.7","16.7","11.6","59.1","15.9","50.7","16.3","8.4","7.8","26.3","(X)","22.1","(X)","23.6","(X)","53029","13483","52708","26317","34263","19422","-","**","38846","29431","-","**","78875","42938","36971","23509","61188","4015","48750","27969","26768","24628","60016","15970","48214","27649","37396","33156","60838","8146","43281","22725","72206","11631","63646","8892","33203","6353","61964","35416","26684","5120","29271","10100","30750","9043","28333","40944","26096","13046","26338","11532","14450","40701","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5706.02, Los Angeles County, California"
"1400000US06037570603","1555","112","23.9","6.5","54.5","7.0","1.4","1.6","6.9","3.4","0.0","2.5","9.3","4.6","4.1","3.4","22.4","5.0","12.4","4.7","12.3","5.6","44.7","6.8","27.5","6.9","15.4","3.4","1054","118","60.8","8.5","39.2","8.5","29.3","9.1","68.3","9.3","2.4","2.6","501","107","62.7","11.7","33.5","10.6","29.1","13.7","37.3","11.7","26.3","10.9","11.0","7.7","21.9","(X)","18.3","(X)","29.3","(X)","31472","6774","33553","6962","27044","6045","18167","8988","49732","35935","-","**","49896","14367","37361","34448","36146","20069","27070","12561","27500","15936","30583","6101","41250","15079","25250","17008","26643","6339","21773","6218","34816","7257","41750","12370","21400","3679","-","**","35956","12538","34896","20323","33333","12538","44286","39684","36103","13429","35441","17005","50563","33872","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5706.03, Los Angeles County, California"
"1400000US06037570701","2501","54","45.3","6.7","21.6","5.0","2.6","2.2","15.4","5.4","0.0","1.6","13.0","5.0","2.1","2.0","23.7","5.6","37.6","5.3","5.2","3.9","33.4","4.8","40.5","5.0","20.9","2.5","1751","156","51.1","6.9","48.9","6.9","69.4","6.1","26.0","6.4","4.5","3.6","750","156","69.2","10.8","53.3","14.0","15.9","10.9","30.8","10.8","24.7","10.2","6.1","6.2","22.9","(X)","23.6","(X)","19.3","(X)","60071","5435","57414","33553","57267","11518","147778","278253","91406","59883","-","**","60329","4717","80781","96805","58929","5148","75182","30749","20536","49866","75691","10285","73226","20424","31534","11751","76114","13199","77091","10732","65260","31011","83317","4231","55625","20949","57125","76107","35816","9479","31193","14785","32386","15262","25750","47653","46250","30991","57853","52460","42300","162885","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5707.01, Los Angeles County, California"
"1400000US06037570702","807","18","62.3","9.6","3.6","3.9","1.2","2.1","14.1","5.2","0.0","4.8","17.1","7.7","1.6","2.4","28.7","7.1","51.9","9.0","1.5","2.2","34.6","5.7","33.7","7.8","30.2","7.7","587","77","45.3","7.9","54.7","7.9","79.7","8.7","18.4","8.2","1.9","2.7","220","77","56.8","17.9","45.5","22.7","11.4","13.2","43.2","17.9","36.8","17.5","6.4","9.1","28.0","(X)","25.4","(X)","35.0","(X)","88086","22136","91563","12610","112986","150931","-","**","92500","3536","-","**","58750","44035","-","**","70163","29454","90521","11646","-","**","100329","21414","91339","8161","45227","24926","91920","6440","97813","21246","89492","4221","93226","8598","75938","73658","-","**","37045","34411","15341","32284","14471","7209","152917","153167","61477","72331","57396","36796","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5707.02, Los Angeles County, California"
"1400000US06037570800","1765","61","70.5","6.5","4.5","3.4","2.3","2.3","10.5","3.3","2.8","2.6","8.4","2.9","1.0","1.2","21.2","4.6","58.0","6.4","1.9","1.9","37.6","3.4","43.7","3.9","16.8","2.1","1421","101","49.3","5.4","50.7","5.4","70.9","6.2","21.9","5.4","7.2","4.5","344","86","54.9","14.6","49.1","13.6","5.8","6.9","45.1","14.6","30.8","12.1","14.2","13.5","20.1","(X)","23.5","(X)","3.2","(X)","83725","6731","85504","7642","29969","221545","41563","16183","68750","28954","56198","63701","94837","17346","110139","122617","97841","14194","82628","11439","65139","29858","106111","19959","76728","13261","45595","9950","86077","4432","87389","20183","84792","10045","98253","4907","45737","6117","66042","34114","33462","21943","23523","26712","23523","25184","48750","84251","34712","91314","21250","13814","153708","22998","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5708, Los Angeles County, California"
"1400000US06037570901","1763","75","66.4","6.4","9.7","5.3","0.0","2.2","9.2","4.2","1.2","1.7","12.4","5.3","1.0","1.1","19.6","5.4","59.8","5.7","0.0","2.2","33.9","5.7","49.0","7.0","17.1","5.1","1460","128","47.0","5.8","53.0","5.8","82.4","5.7","9.7","4.7","7.9","4.4","303","117","45.5","19.2","32.7","15.3","12.9","18.0","54.5","19.2","54.5","19.2","0.0","12.3","25.4","(X)","24.6","(X)","21.1","(X)","100840","11461","100205","13211","63021","84731","-","**","92279","77786","215667","145108","122070","16117","115139","100994","114702","25413","100388","16282","-","**","104489","19445","103889","16703","52000","14621","108705","9992","117283","7083","101864","9873","113892","7617","62159","57087","48182","36285","31482","10422","63333","68692","28194","14122","74125","19583","31168","17625","31168","17625","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5709.01, Los Angeles County, California"
"1400000US06037570902","1239","36","78.3","8.7","3.3","3.0","0.0","3.2","7.3","3.6","0.6","0.9","8.7","7.0","1.8","2.0","13.5","7.2","73.5","9.0","0.0","3.2","36.2","7.1","40.8","7.3","23.1","4.0","944","77","50.2","6.2","49.8","6.2","60.2","10.7","29.2","9.9","10.6","6.8","295","72","57.6","19.4","44.7","17.2","12.9","10.2","42.4","19.4","24.7","14.3","17.6","19.4","23.6","(X)","23.1","(X)","25.4","(X)","75443","11322","69429","9216","44830","78411","-","**","109199","8451","2,500-","***","129659","25594","95385","19592","125114","76661","69179","8426","-","**","75417","14648","108622","32667","51458","23537","83281","29375","79667","39549","85000","33429","111250","29618","76000","34871","42273","14873","47292","20740","43804","6171","43281","12326","55000","37719","62232","88270","45417","39873","115789","54064","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5709.02, Los Angeles County, California"
"1400000US06037571000","1905","45","84.3","4.6","2.9","2.1","2.5","1.8","2.5","2.0","0.0","2.1","6.1","3.6","1.7","1.7","20.2","5.5","71.8","5.6","2.7","3.0","34.6","4.9","38.6","4.4","24.0","2.8","1519","117","45.9","6.6","54.1","6.6","81.2","6.2","15.6","6.3","3.2","2.2","386","115","58.0","15.0","52.6","15.7","5.4","5.8","42.0","15.0","39.4","15.4","2.6","3.9","19.5","(X)","19.0","(X)","20.5","(X)","81378","10421","75878","10554","111786","82633","95664","9943","97857","74124","-","**","108879","52171","53393","92309","80417","32700","76569","10887","72875","15384","95174","17237","90500","15506","47813","15373","84648","11590","85774","18641","82500","18249","97696","9802","36042","54146","73333","78470","50242","12954","41250","22627","35625","23842","84688","6094","60833","51874","54444","49814","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5710, Los Angeles County, California"
"1400000US06037571101","1517","31","83.4","5.2","1.5","1.6","0.0","2.6","6.7","3.4","0.0","2.6","7.6","4.5","0.8","1.3","16.5","5.2","74.6","6.1","0.5","0.9","36.3","4.8","35.7","7.0","27.6","6.0","1129","74","47.8","6.2","52.2","6.2","81.8","7.7","14.6","6.8","3.5","4.2","388","68","67.5","13.9","55.4","14.5","12.1","11.3","32.5","13.9","30.2","13.3","2.3","3.5","16.4","(X)","14.1","(X)","23.2","(X)","77177","7156","76607","8011","70208","10435","-","**","88359","16422","-","**","78333","71438","-","**","85357","30876","75691","7974","-","**","89070","11747","88135","11294","38929","8022","86950","12296","87667","7958","80114","27023","88789","8949","75469","17690","65887","1652","41190","19579","40238","18635","31875","19103","76157","21763","52000","35578","50875","42826","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5711.01, Los Angeles County, California"
"1400000US06037571102","1304","30","84.3","5.8","0.0","3.0","0.0","3.0","6.4","3.0","0.0","3.0","8.4","5.0","0.9","1.7","18.1","6.1","74.5","7.1","0.0","3.0","36.9","4.8","44.3","5.9","18.8","3.9","976","78","46.5","8.0","53.5","8.0","75.6","8.4","13.7","6.2","10.7","5.8","328","83","46.0","13.5","40.9","13.3","5.2","6.1","54.0","13.5","48.8","13.2","5.2","5.9","21.2","(X)","21.0","(X)","21.6","(X)","85336","9243","82610","17714","-","**","-","**","109875","101669","-","**","92891","88849","-","**","93036","29123","80395","21294","-","**","93029","11375","90694","12927","37396","14224","85948","10135","85909","13520","86000","17229","95357","13544","44074","12584","63269","35266","50705","10474","29563","15522","28500","9754","109135","65507","86250","59685","52308","71650","105139","26065","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5711.02, Los Angeles County, California"
"1400000US06037571200","2882","141","75.7","6.5","4.3","3.0","0.0","1.4","4.6","3.3","0.0","1.4","14.8","5.5","0.7","1.1","19.4","5.7","70.9","6.1","4.3","3.2","36.2","5.0","38.2","6.4","21.3","5.0","2091","208","47.2","6.9","52.8","6.9","66.6","8.3","22.4","7.4","11.0","5.1","791","170","50.9","13.0","31.4","11.4","19.6","11.8","49.1","13.0","34.6","11.0","14.4","10.7","19.6","(X)","18.4","(X)","17.8","(X)","72917","9862","70929","12429","34479","85512","-","**","99531","44991","-","**","44764","81070","-","**","44245","54854","70769","14916","28365","93660","70994","34874","108250","38476","42647","10213","83523","10503","72898","20382","90521","17947","105156","12568","37250","39685","82887","50649","34386","11315","33284","6548","31964","18042","33644","33115","44167","16780","32353","20687","83750","65300","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5712, Los Angeles County, California"
"1400000US06037571300","1415","82","66.9","7.2","9.2","5.0","1.4","1.6","10.2","4.3","1.3","1.4","8.1","5.7","2.9","2.2","15.9","6.4","60.5","7.4","0.6","0.9","27.7","6.7","45.0","5.1","26.7","5.0","1143","103","37.5","8.0","62.5","8.0","74.5","8.7","14.0","5.7","11.5","5.5","272","81","59.2","14.3","54.8","15.5","4.4","6.7","40.8","14.3","37.1","14.9","3.7","5.9","21.6","(X)","23.5","(X)","13.2","(X)","94075","6579","93775","5096","101328","58623","167727","222768","64659","33946","47250","71197","99773","42949","111705","244168","79327","36146","95625","7399","-","**","102228","10091","79904","31692","78667","25263","100354","6672","100765","6103","98553","19238","101549","6702","111111","70984","71528","42417","47375","14632","37625","35041","23281","30678","-","**","63147","10181","63578","5979","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5713, Los Angeles County, California"
"1400000US06037571400","1595","78","67.5","6.9","6.5","2.7","0.5","0.8","12.7","5.1","0.0","2.5","8.6","4.8","4.3","3.2","23.4","6.3","54.1","7.8","0.6","0.8","37.8","4.1","44.4","4.3","17.2","3.9","1155","80","46.7","6.5","53.3","6.5","81.7","7.6","15.8","7.1","2.5","2.9","440","91","51.1","13.6","44.1","13.4","7.0","7.5","48.9","13.6","36.6","13.0","12.3","8.5","33.1","(X)","37.0","(X)","21.8","(X)","94051","5538","90448","18322","125885","17006","-","**","98393","30839","-","**","93854","2921","155489","98357","92197","13103","91152","19298","68750","26406","108350","16600","95625","5129","29583","9248","99782","8513","109250","17163","94375","5557","113000","14409","66991","22268","58309","40275","39219","6613","40313","17626","28333","18772","102279","144792","38828","9303","37390","5018","79423","59982","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5714, Los Angeles County, California"
"1400000US06037571502","1713","92","52.7","6.1","21.1","5.0","0.0","2.3","14.4","4.0","0.0","2.3","8.1","3.1","3.7","4.0","19.6","5.7","41.9","6.2","5.8","4.0","35.0","6.2","39.5","5.8","19.7","3.3","1145","148","44.5","9.9","55.5","9.9","74.0","9.3","21.6","8.6","4.5","4.3","568","121","40.0","10.8","25.0","8.9","15.0","8.8","60.0","10.8","54.8","10.3","5.3","4.7","26.7","(X)","33.7","(X)","12.7","(X)","51016","6751","48194","7540","44572","35473","-","**","71172","39340","-","**","77784","46491","58088","41177","60144","16163","43531","9089","30125","36456","73250","7708","52292","18848","25189","13511","58098","13871","56250","18505","59722","18744","72865","7846","34519","21453","16023","68505","38362","13665","64107","28529","44444","28116","173750","164176","26705","17057","23125","19691","51563","173744","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5715.02, Los Angeles County, California"
"1400000US06037571503","1184","76","41.9","10.8","13.8","10.6","0.0","3.3","24.6","11.7","4.1","5.2","13.3","8.6","2.4","3.8","18.2","9.7","37.0","11.0","6.1","6.3","37.7","8.9","47.2","7.3","9.0","5.4","737","133","45.7","11.6","54.3","11.6","64.3","15.2","16.6","11.7","19.1","15.5","447","145","58.6","16.6","25.7","16.4","32.9","19.4","41.4","16.6","20.8","13.3","20.6","14.7","28.5","(X)","28.2","(X)","24.4","(X)","61653","14055","60671","26970","43675","24746","-","**","88173","25378","-","**","24611","54371","-","**","53397","73680","56250","19456","36768","149668","71696","57035","60826","9414","100188","106966","87063","36137","89904","64983","85500","39863","96719","22715","25789","19414","105027","132335","44819","19693","52821","46903","53942","23598","31378","75996","44617","21847","54271","20316","44100","28896","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5715.03, Los Angeles County, California"
"1400000US06037571504","1760","125","37.6","7.2","29.5","5.7","0.0","2.2","14.9","4.6","0.0","2.2","14.0","7.2","4.0","4.4","25.1","6.9","26.6","6.5","3.6","3.8","45.5","7.3","40.2","6.8","10.7","4.1","1069","145","50.0","10.6","50.0","10.6","65.4","10.7","29.9","10.9","4.7","3.9","691","152","43.0","15.0","26.8","12.5","16.2","13.9","57.0","15.0","48.2","13.0","8.8","9.0","20.5","(X)","20.5","(X)","20.4","(X)","55107","11770","62845","23267","41484","25994","-","**","95608","68050","-","**","39476","11381","39803","35379","39409","17044","80833","35852","19331","10123","58225","8951","56136","11341","26544","34886","59296","6183","59034","1941","63802","34726","65139","40888","51719","25156","64808","38633","38579","8277","39967","22383","43403","55211","17222","55171","36500","30076","21960","31057","123227","57680","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5715.04, Los Angeles County, California"
"1400000US06037571600","746","51","18.2","9.3","52.3","11.6","0.0","5.2","5.8","5.2","0.0","5.2","14.2","8.7","9.5","6.9","26.1","10.9","7.2","6.5","9.9","7.1","39.5","10.4","31.5","8.8","19.0","6.6","482","80","85.1","9.3","14.9","9.3","19.7","11.3","67.8","14.7","12.4","10.6","264","81","75.8","18.7","75.8","18.7","0.0","14.0","24.2","18.7","24.2","18.7","0.0","14.0","21.2","(X)","30.7","(X)","3.8","(X)","18167","5822","12422","8400","23571","11281","-","**","9837","15662","-","**","11765","5708","29228","11110","12165","3594","20250","19770","25114","4026","25888","11330","12063","4766","10532","1874","25492","9556","26118","9907","19500","12142","53750","49117","25123","17988","19167","4729","10846","1754","10545","1646","10545","1646","-","**","12115","16748","12115","16748","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5716, Los Angeles County, California"
"1400000US06037571701","1745","102","31.3","7.2","15.9","6.0","0.0","2.3","17.8","3.9","0.0","2.3","29.5","8.0","5.6","4.3","51.8","7.4","12.7","4.7","3.7","3.1","45.5","8.1","44.3","7.2","6.5","3.6","1441","113","60.9","7.8","39.1","7.8","64.6","9.5","21.6","8.1","13.8","6.3","304","100","45.7","17.4","38.8","15.8","6.9","9.3","54.3","17.4","51.0","17.7","3.3","4.6","37.8","(X)","36.3","(X)","14.1","(X)","46004","5520","46364","13610","35050","31769","-","**","64457","38577","-","**","44188","7185","110050","93296","44975","12960","46364","29154","44338","5013","43432","7869","57716","7850","16053","7105","44637","9668","42542","7865","59830","9278","49688","19700","16605","2349","53681","8848","38750","11714","16895","30301","16048","6227","100750","27955","45417","13327","45038","14330","54583","105943","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5717.01, Los Angeles County, California"
"1400000US06037571703","1070","87","26.5","8.0","33.0","6.9","0.0","3.7","15.1","6.2","5.0","5.5","20.4","7.1","0.0","3.7","33.6","7.6","13.4","7.3","0.0","3.7","35.8","14.0","47.6","14.4","16.6","7.5","785","128","47.5","13.6","52.5","13.6","48.4","15.3","49.6","15.4","2.0","3.4","285","102","41.4","22.0","41.4","22.0","0.0","13.1","58.6","22.0","49.8","23.9","8.8","10.1","35.9","(X)","32.2","(X)","35.8","(X)","33191","5518","29500","26071","31733","11545","-","**","42500","33873","32284","46463","48173","26531","-","**","48606","20322","20729","21788","-","**","34973","21186","47845","18937","13125","8445","33372","3536","32373","19525","33487","4168","48365","27240","32739","2249","-","**","20729","20094","14063","14974","14063","14974","-","**","21979","93754","12379","84586","97596","91793","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5717.03, Los Angeles County, California"
